,pot
8596,73
8597,74
8598,75
8599,78
8600,71
8601,73
8602,85
8603,76
8604,74
8605,71
8606,64
8607,73
8608,67
8609,72
8610,74
8611,68
8612,77
8613,67
8614,75
8615,69
8616,68
8617,69
8618,80
8619,67
8620,65
8621,60
8622,76
8623,84
8624,72
8625,69
8626,65
8627,71
8628,87
8629,79
8630,70
8631,72
8632,73
8633,74
8634,69
8635,71
8636,75
8637,72
8638,75
8639,71
8640,77
8641,71
8642,66
8643,76
8644,77
8645,77
8646,82
8647,72
8648,73
8649,70
8650,72
8651,65
8652,76
8653,74
8654,74
8655,67
8656,71
8657,63
8658,69
8659,70
8660,73
8661,73
8662,69
8663,75
8664,70
8665,60
8666,77
8667,72
8668,69
8669,70
8670,79
8671,76
8672,77
8673,67
8674,68
8675,74
8676,74
8677,68
8678,79
8679,70
8680,78
8681,64
8682,77
8683,68
8684,64
8685,76
8686,79
8687,73
8688,73
8689,64
8690,80
8691,77
8692,72
8693,77
8694,78
8695,70
8696,65
8697,90
8698,76
8699,78
8700,82
8701,75
8702,78
8703,70
8704,78
8705,80
8706,78
8707,71
8708,78
8709,71
8710,71
8711,68
8712,77
8713,63
8714,74
8715,70
8716,78
8717,79
8718,75
8719,74
8720,65
8721,76
8722,76
8723,68
8724,69
8725,70
8726,79
8727,64
8728,70
8729,83
8730,61
8731,72
8732,73
8733,81
8734,69
8735,65
8736,72
8737,74
8738,72
8739,79
8740,71
8741,74
8742,74
8743,71
8744,73
8745,80
8746,71
8747,69
8748,79
8749,78
8750,70
8751,75
8752,72
8753,67
8754,73
8755,72
8756,68
8757,72
8758,67
8759,78
8760,71
8761,81
8762,74
8763,69
8764,74
8765,83
8766,71
8767,71
8768,81
8769,67
8770,75
8771,71
8772,78
8773,80
8774,73
8775,78
8776,67
8777,72
8778,74
8779,74
8780,72
8781,66
8782,65
8783,83
8784,83
8785,88
8786,67
8787,76
8788,72
8789,75
8790,72
8791,64
8792,74
8793,78
8794,79
8795,72
8796,85
8797,72
8798,79
8799,74
8800,70
8801,74
8802,66
8803,66
8804,70
8805,72
8806,72
8807,82
8808,69
8809,69
8810,81
8811,75
8812,69
8813,75
8814,77
8815,68
8816,80
8817,72
8818,70
8819,83
8820,69
8821,85
8822,80
8823,72
8824,73
8825,80
8826,68
8827,68
8828,72
8829,79
8830,80
8831,73
8832,81
8833,75
8834,73
8835,75
8836,84
8837,74
8838,76
8839,71
8840,78
8841,74
8842,72
8843,78
8844,72
8845,69
8846,74
8847,68
8848,68
8849,70
8850,67
8851,66
8852,72
8853,72
8854,73
8855,68
8856,90
8857,70
8858,79
8859,83
8860,67
8861,65
8862,71
8863,75
8864,82
8865,70
8866,69
8867,73
8868,62
8869,71
8870,77
8871,78
8872,79
8873,72
8874,75
8875,72
8876,76
8877,74
8878,70
8879,75
8880,76
8881,74
8882,80
8883,75
8884,80
8885,78
8886,71
8887,78
8888,75
8889,65
8890,73
8891,79
8892,72
8893,75
8894,81
8895,74
8896,74
8897,74
8898,79
8899,64
8900,74
8901,74
8902,74
8903,77
8904,73
8905,75
8906,74
8907,75
8908,79
8909,75
8910,69
8911,74
8912,81
8913,81
8914,73
8915,72
8916,70
8917,72
8918,77
8919,80
8920,72
8921,75
8922,73
8923,72
8924,78
8925,67
8926,72
8927,71
8928,70
8929,81
8930,75
8931,73
8932,79
8933,80
8934,71
8935,76
8936,76
8937,74
8938,72
8939,75
8940,74
8941,73
8942,71
8943,75
8944,77
8945,71
8946,75
8947,69
8948,62
8949,77
8950,81
8951,76
8952,77
8953,75
8954,69
8955,73
8956,78
8957,67
8958,73
8959,77
8960,76
8961,72
8962,82
8963,69
8964,69
8965,77
8966,74
8967,70
8968,81
8969,78
8970,75
8971,72
8972,70
8973,70
8974,75
8975,75
8976,64
8977,78
8978,72
8979,73
8980,61
8981,72
8982,64
8983,74
8984,65
8985,66
8986,72
8987,74
8988,75
8989,78
8990,81
8991,77
8992,73
8993,72
8994,73
8995,74
8996,69
8997,78
8998,78
8999,70
9000,73
9001,73
9002,66
9003,74
9004,70
9005,73
9006,76
9007,70
9008,78
9009,72
9010,73
9011,76
9012,74
9013,72
9014,74
9015,76
9016,72
9017,71
9018,71
9019,83
9020,71
9021,69
9022,72
9023,79
9024,72
9025,72
9026,74
9027,64
9028,71
9029,69
9030,71
9031,70
9032,72
9033,70
9034,64
9035,75
9036,75
9037,63
9038,74
9039,60
9040,76
9041,72
9042,71
9043,78
9044,71
9045,69
9046,77
9047,68
9048,77
9049,71
9050,66
9051,81
9052,92
9053,69
9054,70
9055,80
9056,69
9057,69
9058,75
9059,89
9060,74
9061,87
9062,79
9063,75
9064,65
9065,80
9066,75
9067,78
9068,74
9069,68
9070,62
9071,66
9072,69
9073,79
9074,80
9075,70
9076,82
9077,69
9078,84
9079,66
9080,85
9081,73
9082,69
9083,79
9084,73
9085,82
9086,75
9087,75
9088,71
9089,78
9090,68
9091,71
9092,78
9093,72
9094,69
9095,68
9096,76
9097,71
9098,81
9099,73
9100,80
9101,63
9102,73
9103,77
9104,72
9105,70
9106,69
9107,72
9108,75
9109,71
9110,73
9111,75
9112,73
9113,65
9114,86
9115,78
9116,66
9117,68
9118,70
9119,75
9120,73
9121,72
9122,71
9123,69
9124,69
9125,83
9126,78
9127,68
9128,82
9129,69
9130,73
9131,65
9132,72
9133,72
9134,83
9135,77
9136,71
9137,78
9138,79
9139,79
9140,78
9141,64
9142,66
9143,69
9144,78
9145,67
9146,75
9147,75
9148,74
9149,66
9150,75
9151,73
9152,75
9153,71
9154,70
9155,67
9156,71
9157,62
9158,73
9159,78
9160,69
9161,73
9162,68
9163,76
9164,76
9165,60
9166,73
9167,78
9168,69
9169,72
9170,70
9171,83
9172,72
9173,77
9174,84
9175,74
9176,74
9177,75
9178,80
9179,63
9180,68
9181,69
9182,66
9183,73
9184,71
9185,76
9186,72
9187,67
9188,70
9189,76
9190,60
9191,74
9192,60
9193,67
9194,81
9195,72
9196,75
9197,80
9198,69
9199,71
9200,79
9201,80
9202,74
9203,79
9204,78
9205,70
9206,81
9207,73
9208,78
9209,71
9210,66
9211,77
9212,92
9213,70
9214,84
9215,76
9216,67
9217,76
9218,79
9219,69
9220,72
9221,71
9222,67
9223,85
9224,64
9225,75
9226,75
9227,85
9228,74
9229,84
9230,74
9231,78
9232,80
9233,77
9234,70
9235,82
9236,80
9237,70
9238,74
9239,79
9240,68
9241,74
9242,70
9243,75
9244,76
9245,86
9246,73
9247,76
9248,78
9249,83
9250,77
9251,67
9252,73
9253,75
9254,69
9255,84
9256,66
9257,75
9258,89
9259,81
9260,74
9261,85
9262,82
9263,73
9264,73
9265,91
9266,81
9267,63
9268,66
9269,70
9270,70
9271,61
9272,75
9273,64
9274,80
9275,77
9276,71
9277,86
9278,79
9279,75
9280,72
9281,74
9282,73
9283,70
9284,75
9285,74
9286,79
9287,81
9288,76
9289,71
9290,59
9291,71
9292,74
9293,79
9294,69
9295,77
9296,78
9297,71
9298,68
9299,71
9300,77
9301,66
9302,74
9303,70
9304,72
9305,72
9306,68
9307,78
9308,77
9309,84
9310,74
9311,82
9312,61
9313,77
9314,73
9315,73
9316,71
9317,91
9318,64
9319,72
9320,78
9321,84
9322,71
9323,72
9324,73
9325,72
9326,73
9327,67
9328,77
9329,77
9330,79
9331,95
9332,78
9333,76
9334,83
9335,79
9336,75
9337,80
9338,82
9339,66
9340,69
9341,72
9342,79
9343,82
9344,71
9345,77
9346,71
9347,76
9348,69
9349,75
9350,81
9351,88
9352,76
9353,70
9354,75
9355,78
9356,72
9357,71
9358,81
9359,71
9360,75
9361,72
9362,70
9363,77
9364,74
9365,67
9366,64
9367,84
9368,70
9369,73
9370,88
9371,73
9372,73
9373,74
9374,65
9375,73
9376,80
9377,74
9378,75
9379,64
9380,74
9381,73
9382,81
9383,65
9384,63
9385,72
9386,71
9387,75
9388,74
9389,73
9390,62
9391,80
9392,74
9393,70
9394,70
9395,74
9396,83
9397,81
9398,74
9399,74
9400,83
9401,71
9402,71
9403,72
9404,73
9405,85
9406,75
9407,74
9408,63
9409,81
9410,73
9411,63
9412,81
9413,73
9414,74
9415,74
9416,66
9417,71
9418,67
9419,67
9420,63
9421,66
9422,72
9423,72
9424,67
9425,77
9426,81
9427,80
9428,72
9429,76
9430,76
9431,78
9432,69
9433,81
9434,79
9435,75
9436,84
9437,74
9438,56
9439,73
9440,74
9441,82
9442,75
9443,62
9444,73
9445,70
9446,73
9447,65
9448,64
9449,81
9450,71
9451,79
9452,87
9453,74
9454,76
9455,67
9456,74
9457,75
9458,76
9459,65
9460,67
9461,73
9462,89
9463,65
9464,66
9465,69
9466,81
9467,73
9468,65
9469,68
9470,74
9471,71
9472,66
9473,86
9474,72
9475,75
9476,64
9477,69
9478,72
9479,85
9480,76
9481,65
9482,72
9483,77
9484,71
9485,65
9486,60
9487,77
9488,71
9489,69
9490,68
9491,67
9492,73
9493,71
9494,76
9495,80
9496,69
9497,71
9498,67
9499,70
9500,72
9501,71
9502,70
9503,66
9504,74
9505,72
9506,77
9507,71
9508,69
9509,78
9510,75
9511,73
9512,69
9513,71
9514,64
9515,64
9516,71
9517,85
9518,65
9519,68
9520,69
9521,73
9522,68
9523,67
9524,71
9525,63
9526,73
9527,69
9528,70
9529,75
9530,73
9531,67
9532,74
9533,69
9534,70
9535,74
9536,71
9537,81
9538,72
9539,75
9540,82
9541,69
9542,77
9543,73
9544,85
9545,66
9546,75
9547,74
9548,85
9549,79
9550,73
9551,70
9552,80
9553,72
9554,71
9555,81
9556,80
9557,74
9558,72
9559,74
9560,64
9561,63
9562,69
9563,70
9564,80
9565,71
9566,83
9567,85
9568,68
9569,68
9570,79
9571,67
9572,71
9573,74
9574,71
9575,75
9576,69
9577,72
9578,65
9579,69
9580,77
9581,67
9582,58
9583,72
9584,75
9585,75
9586,65
9587,76
9588,66
9589,75
9590,58
9591,72
9592,70
9593,78
9594,75
9595,72
9596,72
9597,72
9598,69
9599,71
9600,75
9601,69
9602,70
9603,78
9604,76
9605,72
9606,72
9607,75
9608,63
9609,65
9610,66
9611,70
9612,66
9613,70
9614,83
9615,67
9616,70
9617,66
9618,70
9619,69
9620,65
9621,77
9622,69
9623,85
9624,68
9625,73
9626,73
9627,69
9628,72
9629,72
9630,70
9631,75
9632,74
9633,93
9634,78
9635,78
9636,74
9637,75
9638,66
9639,70
9640,77
9641,80
9642,87
9643,74
9644,71
9645,78
9646,67
9647,77
9648,79
9649,77
9650,74
9651,83
9652,81
9653,77
9654,56
9655,69
9656,82
9657,67
9658,76
9659,71
9660,75
9661,68
9662,73
9663,81
9664,67
9665,69
9666,69
9667,73
9668,75
9669,74
9670,71
9671,79
9672,70
9673,72
9674,73
9675,76
9676,78
9677,71
9678,83
9679,81
9680,73
9681,67
9682,69
9683,73
9684,67
9685,70
9686,75
9687,75
9688,82
9689,69
9690,71
9691,70
9692,81
9693,75
9694,71
9695,71
9696,75
9697,65
9698,80
9699,79
9700,77
9701,74
9702,71
9703,65
9704,65
9705,78
9706,74
9707,87
9708,79
9709,87
9710,79
9711,71
9712,69
9713,71
9714,75
9715,71
9716,77
9717,73
9718,74
9719,73
9720,74
9721,71
9722,72
9723,74
9724,73
9725,74
9726,64
9727,70
9728,81
9729,77
9730,69
9731,85
9732,74
9733,72
9734,72
9735,70
9736,70
9737,78
9738,69
9739,64
9740,72
9741,63
9742,77
9743,80
9744,76
9745,68
9746,78
9747,82
9748,78
9749,79
9750,84
9751,68
9752,73
9753,82
9754,69
9755,74
9756,73
9757,74
9758,67
9759,71
9760,82
9761,62
9762,70
9763,73
9764,70
9765,70
9766,78
9767,84
9768,72
9769,72
9770,67
9771,70
9772,65
9773,80
9774,79
9775,74
9776,82
9777,79
9778,74
9779,74
9780,82
9781,69
9782,74
9783,70
9784,66
9785,58
9786,72
9787,62
9788,75
9789,70
9790,69
9791,70
9792,80
9793,75
9794,75
9795,86
9796,79
9797,84
9798,74
9799,69
9800,73
9801,75
9802,72
9803,81
9804,71
9805,73
9806,77
9807,74
9808,65
9809,73
9810,73
9811,83
9812,72
9813,75
9814,77
9815,72
9816,78
9817,73
9818,72
9819,76
9820,74
9821,72
9822,68
9823,67
9824,73
9825,74
9826,80
9827,82
9828,74
9829,71
9830,73
9831,84
9832,71
9833,80
9834,83
9835,65
9836,79
9837,77
9838,70
9839,72
9840,80
9841,78
9842,65
9843,80
9844,81
9845,66
9846,83
9847,73
9848,72
9849,81
9850,70
9851,62
9852,76
9853,78
9854,81
9855,76
9856,78
9857,72
9858,71
9859,66
9860,73
9861,72
9862,70
9863,72
9864,71
9865,79
9866,73
9867,82
9868,72
9869,68
9870,68
9871,66
9872,84
9873,75
9874,73
9875,70
9876,78
9877,71
9878,69
9879,84
9880,80
9881,72
9882,63
9883,73
9884,80
9885,74
9886,74
9887,66
9888,73
9889,77
9890,80
9891,85
9892,79
9893,82
9894,86
9895,65
9896,81
9897,77
9898,73
9899,69
9900,78
9901,82
9902,77
9903,67
9904,73
9905,74
9906,70
9907,75
9908,84
9909,72
9910,73
9911,73
9912,69
9913,77
9914,72
9915,73
9916,75
9917,77
9918,67
9919,76
9920,71
9921,75
9922,72
9923,70
9924,74
9925,77
9926,77
9927,77
9928,76
9929,71
9930,81
9931,75
9932,78
9933,67
9934,64
9935,84
9936,73
9937,77
9938,71
9939,75
9940,70
9941,70
9942,75
9943,77
9944,67
9945,71
9946,69
9947,75
9948,69
9949,70
9950,73
9951,65
9952,70
9953,75
9954,76
9955,65
9956,71
9957,75
9958,78
9959,78
9960,81
9961,78
9962,73
9963,70
9964,75
9965,75
9966,73
9967,72
9968,77
9969,86
9970,73
9971,72
9972,80
9973,73
9974,61
9975,89
9976,78
9977,71
9978,63
9979,65
9980,68
9981,79
9982,72
9983,68
9984,64
9985,80
9986,74
9987,67
9988,67
9989,71
9990,69
9991,66
9992,68
9993,69
9994,64
9995,82
9996,73
9997,73
9998,73
9999,76
10000,75
10001,64
10002,84
10003,86
10004,85
10005,71
10006,82
10007,85
10008,82
10009,80
10010,82
10011,71
10012,78
10013,71
10014,86
10015,73
10016,63
10017,71
10018,71
10019,66
10020,71
10021,69
10022,79
10023,81
10024,71
10025,66
10026,68
10027,78
10028,76
10029,75
10030,73
10031,71
10032,81
10033,77
10034,65
10035,80
10036,79
10037,74
10038,74
10039,81
10040,70
10041,73
10042,70
10043,78
10044,83
10045,73
10046,82
10047,74
10048,73
10049,79
10050,80
10051,70
10052,69
10053,70
10054,73
10055,73
10056,85
10057,72
10058,66
10059,73
10060,73
10061,72
10062,68
10063,74
10064,76
10065,74
10066,72
10067,69
10068,80
10069,73
10070,81
10071,77
10072,73
10073,80
10074,73
10075,74
10076,70
10077,78
10078,77
10079,69
10080,76
10081,72
10082,77
10083,77
10084,83
10085,78
10086,65
10087,68
10088,77
10089,83
10090,82
10091,76
10092,72
10093,69
10094,77
10095,82
10096,70
10097,73
10098,82
10099,74
10100,71
10101,73
10102,73
10103,75
10104,78
10105,69
10106,73
10107,74
10108,67
10109,80
10110,75
10111,76
10112,89
10113,76
10114,71
10115,75
10116,70
10117,76
10118,77
10119,68
10120,77
10121,73
10122,65
10123,73
10124,70
10125,86
10126,73
10127,74
10128,72
10129,65
10130,74
10131,70
10132,71
10133,72
10134,75
10135,69
10136,82
10137,73
10138,65
10139,71
10140,72
10141,67
10142,73
10143,72
10144,72
10145,84
10146,73
10147,76
10148,66
10149,78
10150,79
10151,75
10152,75
10153,82
10154,78
10155,70
10156,72
10157,75
10158,63
10159,73
10160,70
10161,66
10162,72
10163,77
10164,60
10165,82
10166,72
10167,72
10168,76
10169,68
10170,77
10171,74
10172,66
10173,73
10174,76
10175,80
10176,81
10177,67
10178,80
10179,72
10180,74
10181,70
10182,80
10183,71
10184,81
10185,73
10186,69
10187,80
10188,68
10189,69
10190,79
10191,76
10192,84
10193,84
10194,81
10195,65
10196,71
10197,72
10198,75
10199,69
10200,70
10201,72
10202,88
10203,75
10204,77
10205,70
10206,63
10207,65
10208,74
10209,71
10210,65
10211,72
10212,92
10213,73
10214,74
10215,68
10216,75
10217,68
10218,69
10219,75
10220,78
10221,69
10222,75
10223,74
10224,76
10225,74
10226,65
10227,78
10228,73
10229,69
10230,67
10231,73
10232,73
10233,78
10234,72
10235,76
10236,87
10237,69
10238,71
10239,77
10240,73
10241,61
10242,82
10243,66
10244,67
10245,73
10246,73
10247,73
10248,82
10249,68
10250,71
10251,65
10252,78
10253,80
10254,83
10255,65
10256,80
10257,70
10258,68
10259,82
10260,74
10261,75
10262,67
10263,72
10264,81
10265,79
10266,78
10267,76
10268,75
10269,77
10270,68
10271,63
10272,60
10273,66
10274,72
10275,72
10276,67
10277,64
10278,73
10279,68
10280,79
10281,74
10282,69
10283,72
10284,70
10285,76
10286,72
10287,74
10288,79
10289,81
10290,71
10291,71
10292,79
10293,74
10294,73
10295,68
10296,73
10297,77
10298,71
10299,70
10300,80
10301,78
10302,87
10303,73
10304,71
10305,71
10306,75
10307,79
10308,64
10309,67
10310,64
10311,73
10312,89
10313,74
10314,66
10315,74
10316,78
10317,81
10318,75
10319,72
10320,79
10321,74
10322,74
10323,63
10324,83
10325,76
10326,81
10327,70
10328,73
10329,82
10330,78
10331,70
10332,64
10333,66
10334,65
10335,76
10336,66
10337,75
10338,67
10339,76
10340,75
10341,73
10342,72
10343,84
10344,75
10345,73
10346,71
10347,71
10348,77
10349,71
10350,75
10351,72
10352,72
10353,76
10354,93
10355,83
10356,77
10357,70
10358,84
10359,72
10360,72
10361,73
10362,78
10363,71
10364,77
10365,73
10366,81
10367,68
10368,61
10369,80
10370,71
10371,77
10372,76
10373,81
10374,83
10375,66
10376,78
10377,76
10378,70
10379,74
10380,81
10381,82
10382,71
10383,72
10384,75
10385,76
10386,86
10387,72
10388,79
10389,84
10390,69
10391,72
10392,81
10393,52
10394,72
10395,74
10396,84
10397,76
10398,74
10399,69
10400,68
10401,77
10402,73
10403,84
10404,82
10405,79
10406,72
10407,68
10408,76
10409,74
10410,70
10411,69
10412,74
10413,83
10414,76
10415,77
10416,81
10417,64
10418,83
10419,72
10420,73
10421,74
10422,70
10423,74
10424,76
10425,83
10426,72
10427,72
10428,85
10429,70
10430,75
10431,76
10432,83
10433,74
10434,62
10435,67
10436,67
10437,70
10438,75
10439,69
10440,73
10441,73
10442,74
10443,76
10444,76
10445,80
10446,72
10447,73
10448,74
10449,74
10450,67
10451,70
10452,65
10453,67
10454,67
10455,61
10456,76
10457,71
10458,70
10459,75
10460,76
10461,74
10462,63
10463,67
10464,74
10465,81
10466,82
10467,77
10468,81
10469,70
10470,77
10471,69
10472,66
10473,77
10474,77
10475,68
10476,80
10477,70
10478,66
10479,73
10480,78
10481,70
10482,78
10483,70
10484,81
10485,76
10486,73
10487,77
10488,72
10489,79
10490,73
10491,82
10492,74
10493,70
10494,76
10495,79
10496,68
10497,70
10498,64
10499,79
10500,78
10501,71
10502,85
10503,74
10504,69
10505,73
10506,76
10507,78
10508,80
10509,64
10510,73
10511,82
10512,71
10513,73
10514,74
10515,71
10516,73
10517,83
10518,84
10519,71
10520,79
10521,75
10522,75
10523,64
10524,75
10525,81
10526,66
10527,71
10528,70
10529,75
10530,78
10531,74
10532,83
10533,70
10534,75
10535,79
10536,73
10537,69
10538,71
10539,80
10540,82
10541,80
10542,67
10543,68
10544,76
10545,80
10546,74
10547,86
10548,81
10549,83
10550,77
10551,84
10552,73
10553,74
10554,80
10555,82
10556,80
10557,81
10558,79
10559,78
10560,84
10561,73
10562,72
10563,82
10564,76
10565,73
10566,72
10567,71
10568,71
10569,70
10570,75
10571,76
10572,62
10573,80
10574,86
10575,75
10576,83
10577,74
10578,77
10579,73
10580,69
10581,75
10582,86
10583,80
10584,83
10585,70
10586,74
10587,83
10588,66
10589,80
10590,76
10591,75
10592,74
10593,79
10594,68
10595,75
10596,75
10597,85
10598,74
10599,82
10600,67
10601,80
10602,70
10603,75
10604,70
10605,75
10606,72
10607,74
10608,74
10609,71
10610,84
10611,73
10612,74
10613,76
10614,84
10615,74
10616,67
10617,75
10618,77
10619,75
10620,78
10621,81
10622,73
10623,75
10624,73
10625,73
10626,78
10627,79
10628,73
10629,81
10630,69
10631,69
10632,72
10633,74
10634,76
10635,73
10636,63
10637,77
10638,78
10639,87
10640,75
10641,65
10642,72
10643,65
10644,82
10645,72
10646,68
10647,78
10648,86
10649,71
10650,64
10651,78
10652,81
10653,81
10654,63
10655,72
10656,80
10657,71
10658,71
10659,77
10660,78
10661,74
10662,71
10663,79
10664,74
10665,69
10666,72
10667,76
10668,70
10669,69
10670,75
10671,74
10672,71
10673,82
10674,74
10675,82
10676,78
10677,64
10678,74
10679,73
10680,76
10681,78
10682,84
10683,66
10684,79
10685,82
10686,64
10687,78
10688,71
10689,77
10690,76
10691,75
10692,65
10693,85
10694,71
10695,71
10696,87
10697,83
10698,69
10699,67
10700,72
10701,73
10702,76
10703,78
10704,81
10705,82
10706,73
10707,72
10708,71
10709,60
10710,63
10711,70
10712,79
10713,73
10714,70
10715,81
10716,77
10717,76
10718,75
10719,83
10720,73
10721,62
10722,69
10723,77
10724,80
10725,72
10726,70
10727,68
10728,72
10729,78
10730,65
10731,78
10732,73
10733,77
10734,78
10735,65
10736,68
10737,78
10738,73
10739,76
10740,80
10741,73
10742,83
10743,56
10744,70
10745,73
10746,67
10747,77
10748,66
10749,69
10750,84
10751,75
10752,61
10753,77
10754,70
10755,63
10756,76
10757,64
10758,75
10759,79
10760,73
10761,73
10762,64
10763,71
10764,65
10765,83
10766,75
10767,68
10768,84
10769,82
10770,73
10771,77
10772,68
10773,82
10774,66
10775,70
10776,75
10777,76
10778,78
10779,78
10780,68
10781,77
10782,77
10783,71
10784,78
10785,81
10786,78
10787,75
10788,70
10789,74
10790,74
10791,69
10792,62
10793,76
10794,79
10795,74
10796,85
10797,78
10798,64
10799,75
10800,77
10801,75
10802,72
10803,72
10804,73
10805,69
10806,64
10807,65
10808,69
10809,64
10810,72
10811,83
10812,73
10813,76
10814,67
10815,72
10816,64
10817,74
10818,83
10819,68
10820,73
10821,73
10822,81
10823,71
10824,77
10825,69
10826,78
10827,78
10828,75
10829,71
10830,78
10831,74
10832,71
10833,73
10834,73
10835,72
10836,67
10837,75
10838,67
10839,73
10840,78
10841,69
10842,64
10843,76
10844,72
10845,71
10846,80
10847,75
10848,79
10849,76
10850,74
10851,74
10852,74
10853,69
10854,71
10855,67
10856,73
10857,71
10858,75
10859,80
10860,74
10861,63
10862,82
10863,66
10864,77
10865,70
10866,78
10867,75
10868,73
10869,67
10870,80
10871,73
10872,71
10873,63
10874,79
10875,66
10876,72
10877,71
10878,74
10879,71
10880,79
10881,83
10882,75
10883,73
10884,74
10885,78
10886,72
10887,69
10888,73
10889,69
10890,73
10891,76
10892,75
10893,71
10894,81
10895,73
10896,75
10897,65
10898,73
10899,84
10900,80
10901,78
10902,73
10903,79
10904,81
10905,80
10906,75
10907,73
10908,77
10909,75
10910,72
10911,64
10912,66
10913,81
10914,64
10915,88
10916,73
10917,89
10918,75
10919,71
10920,88
10921,72
10922,76
10923,72
10924,72
10925,76
10926,75
10927,76
10928,69
10929,77
10930,63
10931,77
10932,82
10933,73
10934,74
10935,75
10936,77
10937,74
10938,68
10939,76
10940,73
10941,69
10942,68
10943,72
10944,71
10945,63
10946,68
10947,72
10948,70
10949,63
10950,68
10951,68
10952,65
10953,74
10954,76
10955,71
10956,85
10957,82
10958,76
10959,73
10960,63
10961,75
10962,67
10963,68
10964,69
10965,82
10966,78
10967,76
10968,75
10969,79
10970,74
10971,72
10972,71
10973,72
10974,70
10975,75
10976,72
10977,69
10978,71
10979,68
10980,80
10981,71
10982,70
10983,68
10984,76
10985,78
10986,71
10987,78
10988,78
10989,76
10990,65
10991,86
10992,68
10993,67
10994,79
10995,70
10996,68
10997,78
10998,81
10999,73
11000,77
11001,74
11002,70
11003,70
11004,77
11005,83
11006,77
11007,76
11008,74
11009,66
11010,72
11011,77
11012,67
11013,74
11014,65
11015,77
11016,69
11017,77
11018,84
11019,77
11020,82
11021,67
11022,79
11023,77
11024,67
11025,74
11026,77
11027,72
11028,86
11029,82
11030,79
11031,74
11032,81
11033,79
11034,68
11035,86
11036,77
11037,72
11038,76
11039,82
11040,74
11041,61
11042,76
11043,64
11044,74
11045,75
11046,70
11047,75
11048,75
11049,85
11050,71
11051,72
11052,78
11053,82
11054,77
11055,74
11056,73
11057,67
11058,76
11059,85
11060,68
11061,81
11062,67
11063,65
11064,83
11065,66
11066,67
11067,75
11068,75
11069,73
11070,72
11071,85
11072,82
11073,82
11074,78
11075,79
11076,65
11077,73
11078,75
11079,73
11080,76
11081,77
11082,84
11083,65
11084,72
11085,66
11086,76
11087,79
11088,67
11089,76
11090,67
11091,71
11092,78
11093,70
11094,72
11095,76
11096,68
11097,66
11098,88
11099,67
11100,74
11101,62
11102,85
11103,72
11104,78
11105,67
11106,80
11107,77
11108,82
11109,72
11110,70
11111,74
11112,69
11113,73
11114,84
11115,76
11116,82
11117,75
11118,69
11119,65
11120,70
11121,86
11122,75
11123,70
11124,77
11125,73
11126,68
11127,75
11128,64
11129,73
11130,77
11131,83
11132,79
11133,79
11134,80
11135,73
11136,75
11137,68
11138,74
11139,67
11140,82
11141,69
11142,65
11143,70
11144,64
11145,68
11146,72
11147,77
11148,73
11149,81
11150,83
11151,63
11152,70
11153,75
11154,63
11155,63
11156,65
11157,71
11158,83
11159,71
11160,72
11161,79
11162,64
11163,69
11164,69
11165,78
11166,67
11167,70
11168,66
11169,76
11170,69
11171,80
11172,70
11173,65
11174,67
11175,66
11176,76
11177,66
11178,73
11179,69
11180,64
11181,69
11182,65
11183,67
11184,67
11185,70
11186,74
11187,71
11188,70
11189,70
11190,70
11191,73
11192,84
11193,78
11194,78
11195,79
11196,74
11197,70
11198,74
11199,76
11200,69
11201,70
11202,71
11203,69
11204,70
11205,69
11206,71
11207,93
11208,67
11209,75
11210,66
11211,66
11212,74
11213,72
11214,71
11215,65
11216,66
11217,69
11218,75
11219,72
11220,69
11221,77
11222,78
11223,83
11224,72
11225,70
11226,74
11227,70
11228,61
11229,75
11230,73
11231,81
11232,66
11233,65
11234,76
11235,70
11236,69
11237,60
11238,71
11239,66
11240,71
11241,68
11242,70
11243,62
11244,74
11245,65
11246,79
11247,66
11248,71
11249,77
11250,64
11251,64
11252,70
11253,73
11254,65
11255,77
11256,67
11257,73
11258,66
11259,70
11260,71
11261,77
11262,69
11263,73
11264,77
11265,73
11266,68
11267,65
11268,83
11269,79
11270,71
11271,71
11272,75
11273,81
11274,74
11275,72
11276,71
11277,75
11278,76
11279,78
11280,70
11281,63
11282,90
11283,73
11284,71
11285,68
11286,69
11287,92
11288,75
11289,72
11290,72
11291,75
11292,72
11293,73
11294,65
11295,78
11296,77
11297,83
11298,69
11299,75
11300,73
11301,63
11302,81
11303,74
11304,80
11305,73
11306,66
11307,61
11308,66
11309,71
11310,61
11311,71
11312,64
11313,70
11314,76
11315,71
11316,58
11317,68
11318,85
11319,61
11320,71
11321,68
11322,72
11323,74
11324,71
11325,73
11326,70
11327,72
11328,73
11329,89
11330,76
11331,78
11332,83
11333,78
11334,69
11335,76
11336,78
11337,73
11338,77
11339,78
11340,85
11341,70
11342,68
11343,77
11344,76
11345,73
11346,74
11347,71
11348,73
11349,76
11350,70
11351,80
11352,86
11353,67
11354,60
11355,75
11356,77
11357,80
11358,73
11359,72
11360,75
11361,78
11362,70
11363,68
11364,75
11365,75
11366,75
11367,72
11368,76
11369,84
11370,80
11371,75
11372,79
11373,72
11374,73
11375,75
11376,73
11377,73
11378,62
11379,69
11380,77
11381,84
11382,73
11383,79
11384,80
11385,72
11386,70
11387,73
11388,79
11389,74
11390,79
11391,69
11392,80
11393,73
11394,73
